site_name,Facility ID,Marine Scotland Site ID,Species,Stage,Facility Type,Number of Facilities,Facility Description,Date Registered,nationalgridreference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,watertype,Health Surveillance,easting,northing,MS Management Area,Region,company,species
Upper Loch Leven,10004194,SS0345,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,29-Jan-90,NN147616,Highland,Yes,Loch Leven,Lochaber,Argyll,-,,Shellfish,Seawater,Low,214700,761600,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Glencoe Shellfish,Common mussel
Glenkinglass,10001540,FS1124,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,02-Jun-09,NN164380,Argyll and Bute,No,Glenkinglass Estate,by Taynuilt,Argyll,-,,Fish,Freshwater,N/A,216400,738000,Not in a management area,Strathclyde,Glenstrae Farmers,Atlantic Salmon
Sailean Mor,20002201,SS0842,N/A,N/A,Seawater Trestles or trays,4,,19-Mar-12,NM372414,Argyll and Bute,No,"Isle of Gometra,","Ulva Ferry,",Mull,-,,Shellfish,Seawater,Low,137200,741400,"16a - Tuath, na Keal",Strathclyde,Gometra Farm,N/A
Gometra Farm,20002202,SS0029,N/A,N/A,Seawater Trestles or trays,0,,28-Oct-85,NM353406,Argyll and Bute,No,"Isle of Gometra,","Ulva Ferry,",Mull,-,,Shellfish,Seawater,Low,135300,740600,"16a - Tuath, na Keal",Strathclyde,Gometra Farm,N/A
"Gometra Farm,  South  Harbour",20002200,SS0030,N/A,N/A,Seawater Trestles or trays,18,,28-Oct-85,NM371403,Argyll and Bute,No,"Isle of Gometra,","Ulva Ferry,",Mull,-,,Shellfish,Seawater,Low,137100,740300,"16a - Tuath, na Keal",Strathclyde,Gometra Farm,N/A
North Harbour(Acairseid Mhor),20002199,SS0028,N/A,N/A,Seawater Trestles or trays,3,,28-Oct-85,NM354417,Argyll and Bute,No,"Isle of Gometra,","Ulva Ferry,",Mull,-,,Shellfish,Seawater,Low,135400,741700,"16a - Tuath, na Keal",Strathclyde,Gometra Farm,N/A
Eilean Mhic Eachain,10004422,SS0655,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,20-Nov-01,NF785277,Western Isles,Yes,7 Bornish,South Uist,,HS8 5SA,,Shellfish,Seawater,Low,78500,827700,7b - South Uist,Western Isles,Hebridean Oysters,Common mussel
Polcrabhacaig,20002470,SS0592,N/A,N/A,Seawater Beds,0,,24-Feb-00,NF799273,Western Isles,No,7 Bornish,South Uist,,HS8 5SA,,Shellfish,Seawater,Low,79900,827300,7b - South Uist,Western Isles,Hebridean Oysters,N/A
Loch Ollay (East),10001458,FS0816,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,05-Aug-93,NF768313,Western Isles,No,N/A,,,,,Fish,Freshwater,High,76800,831300,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Loch Druim An Iasgair,10001449,FS0726,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,18-Oct-91,NF804435,Western Isles,No,N/A,,,,,Fish,Freshwater,,80400,843500,,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Loch Na Shibaidh Mhor,10001453,FS0069,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,24-Sep-91,NF806445,Western Isles,Yes,Clachan Hatchery,"Loch Carnan, South Uist",Western Isles,HS8 5PD,,Fish,Freshwater,Low,80600,844500,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Mint Loch,10001448,FS0618,Atlantic Salmon,Broodfish,N/A,0,N/A,05-Dec-90,NF831413,Western Isles,No,N/A,,,,,Fish,Freshwater,,83100,841300,,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Loch Bayhead,10001450,FS0632,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Jan-90,NF770303,Western Isles,No,N/A,,,,,Fish,Freshwater,Low,77000,830300,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Clachan Hatchery,10001451,FS0398,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,01-Dec-89,NF822433,Western Isles,Yes,Clachan Hatchery,"Loch Carnan, South Uist",Western Isles,HS8 5PD,,Fish,Freshwater,Low,82200,843300,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Loch A'Clachan,10001452,FS0627,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Jan-88,NF761293,Western Isles,Yes,Clachan Hatchery,"Loch Carnan, South Uist",Western Isles,HS8 5PD,,Fish,Freshwater,Low,76100,829300,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
Mingarry Hatchery,10001454,FS0145,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,01-Jan-83,NF752265,Western Isles,Yes,Mingarry,"Milton, Bornish",South Uist,HS8 5RY,,Fish,Freshwater,Low,75200,826500,Not in a management area,Western Isles,Hebridean Smolts Ltd,Atlantic Salmon
John Muir Building,10005075,SS0917,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,19-Feb-18,NT175695,City of Edinburgh,No,John Muir Building,Heriot Watt University,"Riccarton Campus, Edinburgh",EH14 4AS,,Shellfish,Seawater,High,317500,669500,Not in a management area,Lothian,Heriot Watt University,Flat or native oyster
Wester Fearn,10001164,FS0913,Arctic Charr,Broodfish,N/A,0,N/A,20-Mar-98,NH627877,Highland,Yes,Wester Fearn,,Ross-shire,IV24 3DL,,Fish,Freshwater,Low,262700,887700,Not in a management area,Highland,Highland Salmon Company Ltd,Arctic Charr
Hoghill Fish Farm,10001715,FS0822,Brown Trout and sea trout,Fish weighing more than 5 grams,N/A,0,N/A,22-May-02,NY370895,Dumfries and Galloway,Yes,Aswing,Buccleuch Square,Langholm Dumfries-shire,DG13 0AW,,Fish,Freshwater,Medium,337000,589500,Not in a management area,Dumfries & Galloway,Hoghill Trout Farm Ltd,Brown Trout and sea trout
Loch Ceann Trigh,10004897,SS0827,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,22-Dec-10,NM609698,Highland,Yes,Ceol Na Mara,Ardtoe Acharacle,Argyll,PH36 4LD,,Shellfish,Seawater,Low,160900,769800,15a - Moidart,Highland,Hugh Macpherson,Common mussel
Swinister Voe,10004546,SS0924,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,11-Mar-19,HU454727,Shetland,Yes,Scatsta Farm,Brae,,ZE2 9QP,,Shellfish,Seawater,Low,445400,1172700,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),Common mussel
West Taing,10004537,SS0800,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,21-Jul-08,HU440709,Shetland,Yes,Dales Voe,Delting,Shetland,-,,Shellfish,Seawater,Low,444000,1170900,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),Common mussel
"South Side, Dales Voe",10004549,SS0707,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,05-Apr-04,HU430702,Shetland,Yes,South Side,"Dales Voe, Delting",Shetland,-,,Shellfish,Seawater,Low,443000,1170200,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),Common mussel
Scarva Ayre 1,10004540,SS0667,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,17-May-02,HU421699,Shetland,Yes,Scarva Ayre,"Dales Voe, Delting",,ZE2 9QP,,Shellfish,Seawater,Low,442100,1169900,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),Common mussel
Scarva Ayre 2,10004543,SS0668,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,17-May-02,HU428706,Shetland,Yes,Scarva Ayre,"Dales Voe, Delting",,ZE2 9QP,,Shellfish,Seawater,Low,442800,1170600,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),Common mussel
Brakkatun Beach,10005077,SS0915,Common periwinkle,Shellfish adults/saleable size,N/A,0,N/A,17-Oct-17,HU344560,Shetland,Yes,Brakkatun,Aith Bixter,,ZE2 9ND,,Shellfish,Seawater,Low,434400,1156000,4a - South St Magnus Bay,Shetland,I.B.A Fishing Ltd,Common periwinkle
Loch Ailort,20002383,SS0524,N/A,N/A,Seawater Trestles or trays,300,,18-Apr-94,NM762818,Highland,No,Oyster Farm,Lochailort,Lochaber,-,,Shellfish,Seawater,Medium,176200,781800,15c - Ailort,Highland,Inverailort Estate,N/A
Cargenglen,20000010,FS0311,N/A,N/A,Freshwater Tanks,0,,02-Mar-92,NX925754,Dumfries and Galloway,No,N/A,,,,,Fish,Freshwater,Low,292500,575400,Not in a management area,Dumfries & Galloway,Invicta Trout Ltd,N/A
Trossachs Trout  Ltd,10000012,FS0598,Brown Trout and sea trout,Fish weighing more than 5 grams,N/A,0,N/A,02-Apr-90,NN607073,Stirling,Yes,Invertrossachs Road,,,FK17 8HG,,Fish,Freshwater,Medium,260700,707300,Not in a management area,Central,Invicta Trout Ltd,Brown Trout and sea trout
The Strand,20002218,SS0056,N/A,N/A,Seawater Trestles or trays,100,,25-Nov-85,NR357897,Argyll and Bute,Yes,"Isle of Colonsay,",Argyll,,-,,Shellfish,Seawater,Low,135700,689700,Not in a management area,Strathclyde,Isle of Colonsay Oysters,N/A
Site 1,20002680,SS0734,N/A,N/A,Seawater Trestles or trays,20,20 in total,17-May-05,NB392243,Western Isles,Yes,Lochside Cottage,"22a Crossbost, Lochs",,HS2 9NP,,Shellfish,Seawater,Low,139200,924300,5a - E Lewis,Western Isles,Isle of Lewis Oysters,N/A
Poll Athach,20002369,SS0535,N/A,N/A,Seawater Long Lines,1,,16-Aug-98,NM407544,Argyll and Bute,Yes,Croig,Argyll,Argyll,PA75 6QS,,Shellfish,Seawater,Low,140700,754400,Not in a management area,Strathclyde,Isle of Mull Oysters,N/A
Loch A Chumhainn,20002370,SS0508,N/A,N/A,Seawater Trestles or trays,1000,,18-Jun-93,NM409534,Argyll and Bute,Yes,Loch A Chumhainn,Dervaig,Isle of Mull,-,,Shellfish,Seawater,Low,140900,753400,Not in a management area,Strathclyde,Isle of Mull Oysters,N/A
Loch Harport,10004715,SS0741,Common mussel,Shellfish spat,N/A,1,N/A,16-Aug-05,NG364344,Highland,No,N/A,,,,,Shellfish,Seawater,Low,136400,834400,12c - Bracadale,Highland,Isle of Skye Mussel Company Ltd,Common mussel
"Cruadhlinn, Loch Slapin",10004716,SS0701,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,28-Oct-03,NG571178,Highland,Yes,Creagliath,Torrin,,IV49 9BA,,Shellfish,Seawater,Low,157100,817800,Not in a management area,Highland,Isle of Skye Mussel Company Ltd,Common mussel
Morsaig,10004718,SS0234,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,30-Jul-87,NG665159,Highland,Yes,Drum Fearn,Sleat,,IV49 9DE,,Shellfish,Seawater,Low,166500,815900,Not in a management area,Highland,Isle of Skye Mussel Company Ltd,Common mussel
Site 1,20002251,SS0131,N/A,N/A,Seawater Trestles or trays,60,,02-Dec-85,NG392314,Highland,No,"Loch Harport,","Carbost,",Isle of Skye,-,,Shellfish,Seawater,Low,139200,831400,12c - Bracadale,Highland,Isle of Skye Oysters,N/A
Site 2,20002250,SS0132,N/A,N/A,Seawater Trestles or trays,0,,02-Dec-85,NG385315,Highland,No,N/A,,,,,Shellfish,Seawater,,138500,831500,,Highland,Isle of Skye Oysters,N/A
Site 3,20002249,SS0133,N/A,N/A,Seawater Trestles or trays,0,,02-Dec-85,NG389318,Highland,No,N/A,,,,,Shellfish,Seawater,,138900,831800,,Highland,Isle of Skye Oysters,N/A
Cragaig E,20002329,SS0484,N/A,N/A,Seawater Trestles or trays,0,,15-Dec-91,NM405389,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,140500,738900,,Strathclyde,Isle of Ulva Oysters,N/A
Soriby Bay,10004210,SS0483,Flat or native oyster,Shellfish juveniles/growers,N/A,0,N/A,15-Dec-91,NM429402,Argyll and Bute,Yes,Isle of Ulva,Isle of Mull,,-,,Shellfish,Seawater,High,142900,740200,"16a - Tuath, na Keal",Strathclyde,Isle of Ulva Oysters,Flat or native oyster
Cragaig W,20002328,SS0382,N/A,N/A,Seawater Trestles or trays,0,,29-May-90,NM402389,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,140200,738900,,Strathclyde,Isle of Ulva Oysters,N/A
East Torsa,10004755,SS0721,Common mussel,Shellfish spat,N/A,0,N/A,21-Sep-04,NM766126,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,176600,712600,,Strathclyde,J MacGregor and Sons,Common mussel
East Balvicar,10004756,SS0453,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,31-Oct-88,NM779169,Argyll and Bute,No,Balvicar,Seil Sound,Argyll,-,,Shellfish,Seawater,Low,177900,716900,16d - Seil Sound to Loch Craignish,Strathclyde,J MacGregor and Sons,Common mussel
South Side of Loch Feochan,20002231,SS0083,N/A,N/A,Seawater Trestles or trays,10,trestles,30-Nov-85,NM858235,Argyll and Bute,Yes,"By Knipoch,","Near Oban,",Argyll,-,,Shellfish,Seawater,Low,185800,723500,Not in a management area,Strathclyde,J.P.D.Korff & D.T.Williams,N/A
Ob Ghorm Beg,10004023,SS0026,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,28-Oct-85,NG860547,Highland,No,Upper Loch Torridon (South side),By Strathcarron,Ross-shire,-,,Shellfish,Seawater,Low,186000,854700,11a - Torridon,Highland,JG & B MacDonald & Sons,Common mussel
Ob Ghorm Mhor,10004021,SS0025,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,28-Oct-85,NG867549,Highland,No,Upper Loch Torridon (South side),By Strathcarron,Ross-shire,-,,Shellfish,Seawater,Low,186700,854900,11a - Torridon,Highland,JG & B MacDonald & Sons,Common mussel
Eilean an Eireannich,10004137,SS0829,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,24-Feb-11,NC206504,Highland,Yes,78 Ardmore,Rhiconich,Lairg Sutherland,IV27 4RB,,Shellfish,Seawater,Medium,220600,950400,9b - Laxford,Highland,John Ridgway Productions Ltd,Common mussel
Loch a Chadh-Fi,10004140,SS0227,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,20-Apr-87,NC211512,Highland,Yes,78 Ardmore,Rhiconich,Lairg Sutherland,IV27 4RB,,Shellfish,Seawater,Medium,221100,951200,9b - Laxford,Highland,John Ridgway Productions Ltd,Common mussel
Kilcalmonell Hatchery,20000091,FS0821,N/A,N/A,Freshwater Tanks,8,8m x 5m tanks,16-Aug-93,NR773562,Argyll and Bute,Yes,Allt Mhor Hatchery,Clachan,,PA29 6XL,,Fish,Freshwater,Medium,177300,656200,Not in a management area,Strathclyde,JS Salmon Ltd,N/A
Allt Mhor,20000093,FS0106,N/A,N/A,Freshwater Tanks,43,"14x2m tanks  4x5m tanks
 1x4m tanks
 5x2.6m tanks
 7x4m diameter tanks
 6x3m
 6x3.6m",01-Jan-81,NR766560,Argyll and Bute,Yes,Allt Mhor Hatchery,Clachan,,PA29 6XL,,Fish,Freshwater,Medium,176600,656000,Not in a management area,Strathclyde,JS Salmon Ltd,N/A
Loch Pooltiel,20000476,FS1310,N/A,N/A,Seawater Cages,2,100m circles,22-May-17,NG144512,Highland,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Low,114400,851200,12b - Dunvegan,Highland,Kames Fish Farming Ltd,N/A
Shuna SW (Rubh'an Trilleachain),10000685,FS1290,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,17-Sep-14,NM756075,Argyll and Bute,Yes,Craobh Haven,Loch Melfort,,PA31 8UA,,Fish,Seawater,High,175600,707500,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,Atlantic Salmon
Eilean Coltair,20000473,FS0777,N/A,N/A,Seawater Cages,7,70m circles (without walkways),01-Apr-92,NM803128,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,180300,712800,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,N/A
Loch nan Ardlarach,10000683,FS0775,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Apr-92,NM808055,Argyll and Bute,No,N/A,,,,,Fish,Freshwater,,180800,705500,,Strathclyde,Kames Fish Farming Ltd,Atlantic Salmon
Glenkens,20000467,FS0134,N/A,N/A,Freshwater cages,8,9mx8m wooden cages,18-Sep-91,NX607907,Dumfries and Galloway,Yes,Dalry,Dumfries and Galloway,Dumfries and Galloway,DG7 3TB,,Fish,Freshwater,Low,260700,590700,Not in a management area,Dumfries & Galloway,Kames Fish Farming Ltd,N/A
Loch A'Mhinn,10000682,FS0640,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-May-89,NM866127,Argyll and Bute,No,N/A,,,,,Fish,Freshwater,,186600,712700,,Strathclyde,Kames Fish Farming Ltd,Atlantic Salmon
Shuna Castle,10000695,FS0465,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-May-87,NM775094,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,177500,709400,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,Atlantic Salmon
Loch nan Losghainn Mhor,20000468,FS0776,N/A,N/A,Freshwater cages,3,40m circles,01-Mar-87,NM866120,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Freshwater,Medium,186600,712000,Not in a management area,Strathclyde,Kames Fish Farming Ltd,N/A
Loch Avich,20000481,FS0270,N/A,N/A,Freshwater cages,8,"4 wooden cages   (3@8x7m & 1@5.5mx7m)
 4 plastic (50m circles)",01-Apr-85,NM924146,Argyll and Bute,Yes,"Narrachan, Loch Avich",Argyll,Argyll,PA35 1HJ,,Fish,Freshwater,Medium,192400,714600,Not in a management area,Strathclyde,Kames Fish Farming Ltd,N/A
Kames Bay (east),20000472,FS0462,N/A,N/A,Seawater Cages,10,70m circles (with walkways),01-Jan-83,NM824117,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,182400,711700,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,N/A
Loch Tay,20000480,FS0432,N/A,N/A,Freshwater cages,14,"5x70m circles  3x40m circles
 4x10x10m squares
 2x8.5x8.5m squares",01-Jul-80,NN762443,Perth and Kinross,Yes,Loch Tay Fish Farm,Remony Estate,"Acharn, Perthshire",PH15 2HP,,Fish,Freshwater,Low,276200,744300,Not in a management area,Tayside,Kames Fish Farming Ltd,N/A
Loch Tralaig,20000479,FS0468,N/A,N/A,Freshwater cages,3,40m circles,01-Aug-79,NM873169,Argyll and Bute,Yes,Kilninver,Argyll,,PA35 1HJ,,Fish,Freshwater,Low,187300,716900,Not in a management area,Strathclyde,Kames Fish Farming Ltd,N/A
Torhouse Mill,20000485,FS0560,N/A,N/A,Freshwater Tanks,10,2m2 square Fibreglass tanks,01-Aug-75,NX398554,Dumfries and Galloway,Yes,Torhouse Trout Farm,Wigtown,,DG8 9DJ,,Fish,Freshwater,Medium,239800,555400,Not in a management area,Dumfries & Galloway,Kames Fish Farming Ltd,N/A
Kames Bay (west),10000698,FS0271,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Oct-74,NM821117,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Seawater,Medium,182100,711700,16d - Seil Sound to Loch Craignish,Strathclyde,Kames Fish Farming Ltd,Atlantic Salmon
Kames Hatchery,20000469,FS0269,N/A,N/A,Freshwater Tanks,7,3x7.4m3  4x24m3,01-Jan-74,NM818114,Argyll and Bute,Yes,Kilmelford,,Argyll,PA34 4XA,,Fish,Freshwater,Low,181800,711400,Not in a management area,Strathclyde,Kames Fish Farming Ltd,N/A
Ardentrive Bay,20002678,SS0729,N/A,N/A,Seawater Trestles or trays,0,,18-Nov-04,NM841299,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,,184100,729900,,Strathclyde,Kerrera Oysters,N/A
Oitir Mhor Bay,20002679,SS0730,N/A,N/A,Seawater Trestles or trays,40,,18-Nov-04,NM824300,Argyll and Bute,Yes,Ardentrive ,Isle of Kerrera,"by Oban, Argyll",PA34 4SX,,Shellfish,Seawater,Low,182400,730000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Kerrera Oysters,N/A
Eilean Coltair Seaweed Farm,10005390,SS0975,Flat or native oyster,Shellfish adults/saleable size,N/A,0,N/A,09-Aug-23,NM799128,Argyll and Bute,No,Kilchoan Estate,Kilmelford,Oban Argyll,PA34 4XD,,Shellfish,Seawater,High,179900,712800,16d - Seil Sound to Loch Craignish,Highland,Kilchoan Management Ltd,Flat or native oyster
Kilchoan Estate,10005154,SS0949,Flat or native oyster,Shellfish adults/saleable size,N/A,0,N/A,10-Feb-21,NM795132,Argyll and Bute,No,Kilchoan Estate,Kilmelford,Oban Argyll,PA34 4XD,,Shellfish,Seawater,High,179500,713200,16d - Seil Sound to Loch Craignish,Strathclyde,Kilchoan Management Ltd,Flat or native oyster
Kildonan Bay,20002814,SS0921,N/A,N/A,Seawater Trestles or trays,1500,,10-Aug-18,NM487847,Highland,Yes,Brae Cottage,Small Isles,Small Isles,PH42 4RL,,Shellfish,Seawater,Medium,148700,784700,Not in a management area,Highland,Kildonan Bay Oysters,N/A
Kindrochet Fish Farm,10000087,FS0577,Brown Trout and sea trout,Eggs (green or eyed),N/A,0,N/A,31-Oct-85,NN723233,Perth and Kinross,Yes,St Fillans,Perthshire,,PH6 2JZ,,Fish,Freshwater,Medium,272300,723300,Not in a management area,Tayside,Kindrochet Fish Farm,Brown Trout and sea trout
Incubation Shed,10000226,FS0830,Atlantic Salmon,Eggs (green or eyed),N/A,0,N/A,17-Dec-93,NG948213,Highland,No,N/A,,,,,Fish,Freshwater,,194800,821300,,Highland,Kintail Hatchery,Atlantic Salmon
Mill Burn (Old Mill),10000229,FS0831,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,03-Dec-93,NG954214,Highland,Yes,Ruarach,"Inverinate, Kyle of Lochalsh",Ross-Shire,IV40 8HG,,Fish,Freshwater,High,195400,821400,Not in a management area,Highland,Kintail Hatchery,Atlantic Salmon
Hatchery,10000227,FS0185,Atlantic Salmon,Eggs (green or eyed),N/A,0,N/A,10-Aug-87,NG958216,Highland,No,N/A,,,,,Fish,Freshwater,,195800,821600,,Highland,Kintail Hatchery,Atlantic Salmon
"Dun Buidhe Broch, Melness",20002756,SS0477,N/A,N/A,Seawater Trestles or trays,0,,17-Jun-94,NC582602,Highland,No,N/A,,,,,Shellfish,Seawater,,258200,960200,,Highland,Kyle of Tongue Oysters Ltd,N/A
Kyle of Tongue Oysters,10004923,SS0354,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,26-Apr-90,NC593592,Highland,Yes,115B Rhitongue,by Lairg,Sutherland,IV27 4XW,,Shellfish,Seawater,High,259300,959200,Not in a management area,Highland,Kyle of Tongue Oysters Ltd,Flat or native oyster
Salthouse Point,20002654,SS0714,N/A,N/A,Seawater Trestles or trays,7,,22-Jun-04,NS007783,Argyll and Bute,No,Salann-Mara,Argyll,Argyll,PA22 3AH,,Shellfish,Seawater,Low,200700,678300,Not in a management area,Strathclyde,Kyles of Bute Oysters,N/A
Traigh Bhan,20002813,SS0304,N/A,N/A,Seawater Trestles or trays,14,12.5x1.5m (14 in total),30-Jun-87,NR824651,Argyll and Bute,No,Woodend,Argyll,Argyll,PA41 7AD,,Shellfish,Seawater,Low,182400,665100,Not in a management area,Strathclyde,Labbett Family Farms Ltd,N/A
Loup Bay,20002812,SS0009,N/A,N/A,Seawater Trestles or trays,12,200m oyster fence (12 in total),16-Oct-85,NR770587,Argyll and Bute,No,Woodend,Argyll,Argyll,PA41 7AD,,Shellfish,Seawater,Low,177000,658700,Not in a management area,Strathclyde,Labbett Family Farms Ltd,N/A
Inverkerry Hatchery,10000068,FS1061,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,15-Apr-03,NG813739,Highland,Yes,Inverkerry,Ross-shire,Ross-shire,IV21 2AL,,Fish,Freshwater,High,181300,873900,Not in a management area,Highland,Landcatch Natural Selection Ltd,Atlantic Salmon
Clachbreac,10000067,FS0892,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,01-Jan-97,NR769759,Argyll and Bute,Yes,Clachbreac,"Ormsary, Lochgilphead",Argyll,PA31 8NZ,,Fish,Freshwater,Low,176900,675900,Not in a management area,Strathclyde,Landcatch Natural Selection Ltd,Atlantic Salmon
Ormsary Smolt Unit,10000072,FS0575,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,01-Jan-95,NR735722,Argyll and Bute,Yes,Ormsary,Argyll,Argyll,PA31 8PE,,Fish,Freshwater,Medium,173500,672200,Not in a management area,Strathclyde,Landcatch Natural Selection Ltd,Atlantic Salmon
Eilean Fada Loch Coalisport,10000066,FS0092,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,28-Sep-88,NR754762,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,175400,676200,,Strathclyde,Landcatch Natural Selection Ltd,Atlantic Salmon
Liath Eillean Loch Caolisport,10000065,FS0093,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,28-Sep-88,NR713732,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,171300,673200,,Strathclyde,Landcatch Natural Selection Ltd,Atlantic Salmon
Inverkerry Smolt Unit,10000070,FS0265,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,01-Jan-86,NG812739,Highland,Yes,Inverkerry,Ross-shire,Ross-shire,IV21 2AL,,Fish,Freshwater,Medium,181200,873900,Not in a management area,Highland,Landcatch Natural Selection Ltd,Atlantic Salmon
Ormsary Broodstock Unit,10000073,FS0090,Atlantic Salmon,Broodfish,N/A,1,N/A,28-Oct-85,NR735722,Argyll and Bute,Yes,Ormsary,Argyll,Argyll,PA31 8PE,,Fish,Freshwater and Seawater,Medium,173500,672200,18a - Loch Caolisport,Strathclyde,Landcatch Natural Selection Ltd,Atlantic Salmon
