site id,name,site status,approval date,approval type,site capacity,temporary_capacity,capacity_unit_type,placement,water_type,site_details,county,municipality_id,municipality,production_area_code,latitude,longitude,symbol,species,company,site_url,external_site_url,permits,purpose,production_method
12898,HØNSVIKGULEN,KLARERT,20/09/2001 22:00,PERMANENT,100,100,TN,LAND,Freshwater/Marine,12898 HØNSVIKGULEN,TRØNDELAG,5055,HEIM,,63.105017,8.170517,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, LERØY MIDT AS",https://sikker.fiskeridir.no/aquareg/web/sites/12898,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12898,"T-T-0065, M-HS-0007, ST-F-0071, M-TV-0009, M-HS-0009",KOMMERSIELL,"Settefisk, Stamfisk"
12380,LANGØYA KVALØYA,KLARERT,01/04/2001 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,12380 LANGØYA KVALØYA,TRØNDELAG,5014,FRØYA,6,63.791517,8.6066,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, MÅSØVAL LISENS AS",https://sikker.fiskeridir.no/aquareg/web/sites/12380,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12380,"ST-HE-0019, ST-HE-0006, ST-F-0006, ST-F-0005, TR-F-0011, TR-F-0010, ST-HE-0005, M-TV-0009",KOMMERSIELL,"Matfisk, Stamfisk"
12872,KATTHOLMEN,KLARERT,23/06/1993 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,12872 KATTHOLMEN,MØRE OG ROMSDAL,1505,KRISTIANSUND,6,63.055333,7.695317,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, MÅSØVAL LISENS AS",https://sikker.fiskeridir.no/aquareg/web/sites/12872,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12872,"ST-HE-0019, M-FI-0002, ST-F-0014, ST-HE-0014, ST-HE-0005, M-TV-0009, ST-F-0062",KOMMERSIELL,"Matfisk, Stamfisk"
12993,LAMØYA,KLARERT,24/10/2000 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,12993 LAMØYA,TRØNDELAG,5014,FRØYA,6,63.73305,8.854983,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, MÅSØVAL LISENS AS",https://sikker.fiskeridir.no/aquareg/web/sites/12993,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12993,"ST-HE-0019, ST-F-0014, ST-F-0006, ST-F-0005, TR-F-0011, TR-F-0010, ST-HE-0005, M-TV-0009, ST-F-0062",KOMMERSIELL,"Matfisk, Stamfisk"
26775,FJØLVÆRET Ø,KLARERT,25/07/2006 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,26775 FJØLVÆRET Ø,TRØNDELAG,5014,FRØYA,6,63.819233,8.636133,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, MÅSØVAL LISENS AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/26775,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/26775,"M-FI-0002, ST-F-0066, ST-HE-0006, ST-F-0014, ST-HE-0014, TR-F-0011, TR-F-0010, M-TV-0009, ST-F-0062","KOMMERSIELL, UNDERVISNING","Matfisk, Stamfisk"
32677,ESPNESTAREN,KLARERT,21/03/2012 23:00,PERMANENT,4680,4680,TN,SJØ,Marine,32677 ESPNESTAREN,TRØNDELAG,5014,FRØYA,6,63.677883,8.667,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, MÅSØVAL LISENS AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/32677,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/32677,"ST-HE-0019, ST-F-0066, ST-HE-0006, ST-F-0014, ST-F-0006, ST-F-0005, TR-F-0011, TR-F-0010, ST-HE-0005, M-TV-0009, ST-F-0062","KOMMERSIELL, UNDERVISNING","Matfisk, Stamfisk"
18000,RIMSTAD,KLARERT,17/12/2002 23:00,PERMANENT,500000,500000,STK,LAND,Freshwater,18000 RIMSTAD,MØRE OG ROMSDAL,1560,TINGVOLL,,62.902967,8.191,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAGEN AS, SALMAR FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/18000,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18000,"ST-HE-0019, M-RA-0018, M-TV-0004, M-SU-0001, ST-HE-0020, ST-HE-0005, M-RA-0017, NT-F-0034, M-TV-0009, NT-F-0035",KOMMERSIELL,"Settefisk, Stamfisk"
11179,ALTEROSEN,KLARERT,26/06/2001 22:00,PERMANENT,78,78,TN,SJØ,Marine,11179 ALTEROSEN,NORDLAND,1865,VÅGAN,,68.207267,14.446717,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAVISNING AS,https://sikker.fiskeridir.no/aquareg/web/sites/11179,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11179,N-V-0023,VISNING,Matfisk
13527,FINNKJERKA,KLARERT,24/11/1996 23:00,PERMANENT,5460,5460,TN,SJØ,Marine,13527 FINNKJERKA,NORDLAND,1866,HADSEL,9,68.33945,15.0358,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAVISNING AS, NORDLAKS HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/13527,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13527,"N-V-0023, N-V-0010, N-LN-0004, N-V-0033, N-H-0001, N-H-0014, N-V-0016, N-H-0004","KOMMERSIELL, VISNING",Matfisk
13593,STORFJELL,KLARERT,26/06/1997 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,13593 STORFJELL,NORDLAND,1865,VÅGAN,9,68.325183,15.2023,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAVISNING AS, NORDLAKS HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/13593,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13593,"N-V-0023, N-V-0005, N-H-0015, N-V-0058, N-V-0033, N-H-0014, N-H-0004","KOMMERSIELL, VISNING",Matfisk
27996,KALVHODET,KLARERT,07/08/2007 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,27996 KALVHODET,NORDLAND,1865,VÅGAN,9,68.338817,15.236583,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AQUAVISNING AS, NORDLAKS HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/27996,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/27996,"N-V-0023, N-V-0010, N-VR-0001, N-V-0001, N-V-0016","KOMMERSIELL, VISNING",Matfisk
13185,BJØRNSØYA,KLARERT,11/02/2001 23:00,PERMANENT,2000,2000,TN,LAND,Marine,13185 BJØRNSØYA,NORDLAND,1827,DØNNA,,66.0802,12.587333,"Matfisk laks, ørret, regnbueørret","Berggylt, Laks, Regnbueørret, Rognkjeks, Torsk, Ørret","ARCTIC COD AS, FISHBASE SALMON AS",https://sikker.fiskeridir.no/aquareg/web/sites/13185,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13185,"N-DA-0076, N-DA-0075, N-DA-0074, N-DA-0073, N-DA-0072",KOMMERSIELL,"Matfisk, Settefisk, Stamfisk"
40217,FELLESHOLMEN,KLARERT,21/11/2019 23:00,PERMANENT,5990,5990,TN,SJØ,Marine,40217 FELLESHOLMEN,TROMS,5501,TROMSØ,11,69.875917,18.249,Særtillatelser,"Laks, Regnbueørret, Ørret",ARCTIC OFFSHORE FARMING AS,https://sikker.fiskeridir.no/aquareg/web/sites/40217,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/40217,"T-T-0073, T-T-0069, T-T-0072, T-T-0068, T-T-0070, T-T-0071, T-T-0074, T-T-0067",UTVIKLING,Matfisk
45118,LANGSETVÅGEN,KLARERT,31/01/2022 23:00,PERMANENT,15000,15000,TN,LAND,Marine,45118 LANGSETVÅGEN,NORDLAND,1828,NESNA,,66.269867,13.16695,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ARCTIC SEAFARM NESNA AS,https://sikker.fiskeridir.no/aquareg/web/sites/45118,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45118,N-NA-0010,KOMMERSIELL,Matfisk
37917,BRATTØYNA,KLARERT,26/09/2017 22:00,PERMANENT,345,345,M2,SJØ,Marine,37917 BRATTØYNA,VESTLAND,4635,GULEN,,60.980417,4.9092,Alger,"Butare, Fingertare, Havsalat, Krusflik, Sukkertare (oppdrett), Søl, Vanlig fjærehinne",ARCTIC SEAWEED AS,https://sikker.fiskeridir.no/aquareg/web/sites/37917,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/37917,"SF-G-0907, SF-G-0902, SF-G-0905, SF-G-0901, SF-G-0906, SF-G-0903, SF-G-0904",KOMMERSIELL,Alger til konsum
45144,TRETTOSEN,KLARERT,15/09/2022 22:00,PERMANENT,90,90,DA,SJØ,Marine,45144 TRETTOSEN,VESTLAND,4627,ASKØY,,60.498583,5.017533,Alger,"Bladtare, Butare, Fingertare, Fjærehinne uspes, Havsalat, Krusflik, Stortare, Sukkertare (oppdrett), Søl",ARCTIC SEAWEED AS,https://sikker.fiskeridir.no/aquareg/web/sites/45144,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45144,"VL-AØ-0002, VL-AØ-0003, VL-AØ-0009, VL-AØ-0004, VL-AØ-0001, VL-AØ-0007, VL-AØ-0005, VL-AØ-0006, VL-AØ-0008",KOMMERSIELL,Alger til konsum
45228,ONO,KLARERT,13/08/2024 22:00,PERMANENT,100,100,KG,LAND,Marine,45228 ONO,VESTLAND,4626,ØYGARDEN,,60.50815,4.895233,Alger,"Butare, Fingertare, Grisetang, Havsalat, Krusflik, Stortare, Sukkertare (oppdrett), Søl, Vanlig fjærehinne",ARCTIC SEAWEED AS,https://sikker.fiskeridir.no/aquareg/web/sites/45228,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45228,"VL-ØN-0011, VL-ØN-0014, VL-ØN-0013, VL-ØN-0010, VL-ØN-0009, VL-ØN-0012, VL-ØN-0007, VL-ØN-0008, VL-ØN-0006",KOMMERSIELL,Alger tidlig fase
45033,Årdal,KLARERT,09/07/2020 22:00,PERMANENT,0,0,STK,LAND,Freshwater,45033 Årdal,ROGALAND,1133,HJELMELAND,,59.146667,6.181667,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ÅRDAL AQUA AS,https://sikker.fiskeridir.no/aquareg/web/sites/45033,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45033,"R-HM-0032, R-HM-0034",KOMMERSIELL,"Matfisk, Settefisk"
13501,KVAMEN,KLARERT,05/06/2001 22:00,PERMANENT,40,40,DA,SJØ,Marine,13501 KVAMEN,VESTLAND,4646,FJALER,,61.372838,5.442218,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,ARIEL SEAFOOD AS,https://sikker.fiskeridir.no/aquareg/web/sites/13501,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13501,SF-FL-0311,KOMMERSIELL,Akvakulturdyr til konsum
15396,STEIEHALSEN,KLARERT,27/04/2002 22:00,PERMANENT,20,20,DA,SJØ,Marine,15396 STEIEHALSEN,VESTLAND,4645,ASKVOLL,,61.371708,5.365561,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,ARIEL SEAFOOD AS,https://sikker.fiskeridir.no/aquareg/web/sites/15396,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/15396,SF-A-0337,KOMMERSIELL,Akvakulturdyr til konsum
19476,GJELET,KLARERT,15/05/2003 22:00,PERMANENT,30,30,DA,SJØ,Marine,19476 GJELET,VESTLAND,4646,FJALER,,61.374888,5.417636,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,ARIEL SEAFOOD AS,https://sikker.fiskeridir.no/aquareg/web/sites/19476,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/19476,SF-FL-0315,KOMMERSIELL,Akvakulturdyr til konsum
10726,ULØYBUKT,KLARERT,08/11/1999 23:00,PERMANENT,3590,3590,TN,SJØ,Marine,10726 ULØYBUKT,TROMS,5542,SKJERVØY,11,69.860083,20.713967,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ARNØY LAKS AS,https://sikker.fiskeridir.no/aquareg/web/sites/10726,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10726,"T-S-0003, T-S-0017, T-S-0011, T-S-0007",KOMMERSIELL,Matfisk
30117,SKOGNES,KLARERT,22/04/2009 22:00,PERMANENT,3590,3590,TN,SJØ,Marine,30117 SKOGNES,TROMS,5542,SKJERVØY,11,69.961317,20.978267,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ARNØY LAKS AS,https://sikker.fiskeridir.no/aquareg/web/sites/30117,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/30117,"T-S-0003, T-S-0017, T-S-0011, T-S-0007",KOMMERSIELL,Matfisk
33097,SKJERVØY V,KLARERT,09/10/2012 22:00,MIDLERTIDIG,3600,3600,TN,SJØ,Marine,33097 SKJERVØY V,TROMS,5542,SKJERVØY,11,70.04375,20.94965,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ARNØY LAKS AS,https://sikker.fiskeridir.no/aquareg/web/sites/33097,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/33097,"T-S-0003, T-S-0017, T-S-0011, T-S-0007",KOMMERSIELL,Matfisk
30217,STORELVA,KLARERT,03/05/2009 22:00,PERMANENT,3590,3590,TN,SJØ,Marine,30217 STORELVA,TROMS,5542,SKJERVØY,11,70.13225,20.789433,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","ARNØY LAKS AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/30217,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/30217,"T-S-0003, T-S-0011, T-KN-0006, T-KN-0005, T-S-0017, T-S-0007",KOMMERSIELL,Matfisk
32357,SKARET,KLARERT,24/10/2011 22:00,PERMANENT,600,1000,TN,SJØ,Marine,32357 SKARET,TROMS,5542,SKJERVØY,,70.090617,20.758783,Slaktemerd,"Laks, Regnbueørret, Ørret",ARNØY LAKS SLAKTERI AS,https://sikker.fiskeridir.no/aquareg/web/sites/32357,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/32357,"TF-S-0001, T-S-0018",SLAKTEMERD,Matfisk
45082,ÅRSBOGEN,KLARERT,18/05/2021 22:00,PERMANENT,0,0,STK,LAND,Marine,45082 ÅRSBOGEN,MØRE OG ROMSDAL,1579,HUSTADVIKA,,62.99845,7.3135,Andre,Berggylt,ÅRSBOGEN EIENDOM AS,https://sikker.fiskeridir.no/aquareg/web/sites/45082,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45082,"M-HU-0001, M-HU-0002",KOMMERSIELL,"Settefisk, Stamfisk"
12714,GJERDINGA,KLARERT,20/02/2000 23:00,PERMANENT,5460,5460,TN,SJØ,Marine,12714 GJERDINGA,TRØNDELAG,5060,NÆRØYSUND,7,64.946483,11.461967,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, BENCHMARK GENETICS NORWAY AS, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/12714,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12714,"TR-NR-0009, NT-V-0009, TR-ND-0002, TR-ND-0009, TR-NR-0006, NT-V-0014, NT-V-0007, NT-V-0008, NT-NR-0062, NT-NR-0007, NT-NR-0047, NT-NR-0052, NT-NR-0012, NT-NR-0057","FORSKNING, KOMMERSIELL",Matfisk
12652,KRÅKØYA,KLARERT,20/02/2000 23:00,PERMANENT,5460,5460,TN,SJØ,Marine,12652 KRÅKØYA,TRØNDELAG,5060,NÆRØYSUND,7,65.003783,11.042367,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, BENCHMARK GENETICS NORWAY AS, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS, VAL SKOLER AS",https://sikker.fiskeridir.no/aquareg/web/sites/12652,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12652,"TR-NR-0009, NT-V-0009, TR-NR-0006, NT-V-0008, NT-NR-0062, NT-NR-0047, NT-NR-0052, NT-NR-0008, NT-NR-0057","FORSKNING, KOMMERSIELL, UNDERVISNING",Matfisk
18755,KLUNGSET,KLARERT,10/03/2003 23:00,PERMANENT,5460,5460,TN,SJØ,Marine,18755 KLUNGSET,TRØNDELAG,5060,NÆRØYSUND,7,64.749967,11.394183,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, BENCHMARK GENETICS NORWAY AS, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS, VAL SKOLER AS",https://sikker.fiskeridir.no/aquareg/web/sites/18755,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18755,"TR-NR-0009, NT-NR-0021, TR-NR-0006, NT-V-0014, NT-NR-0005, NT-V-0008, NT-NR-0062, NT-NR-0007, NT-NR-0047, NT-NR-0008, NT-NR-0012, NT-NR-0057","FORSKNING, KOMMERSIELL, UNDERVISNING",Matfisk
34917,TOSEN,KLARERT,15/03/2015 23:00,MIDLERTIDIG,3120,3120,TN,SJØ,Marine,34917 TOSEN,NORDLAND,1811,BINDAL,7,65.249433,12.815283,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, CAMPUS BLÅ VIDEREGÅENDE SKOLE AS, EMILSEN HAVBRUK AS, NORSK HAVBRUKSSENTER AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/34917,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/34917,"TR-NR-0009, NT-V-0009, NT-NR-0021, N-BR-0050, TR-NR-0006, NT-V-0014, NT-NR-0005, NT-V-0008, NT-NR-0007, NT-NR-0012, N-BR-0030","FORSKNING, KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
10862,BÅSEN,KLARERT,08/10/2001 22:00,MIDLERTIDIG,2860,2860,TN,SJØ,Marine,10862 BÅSEN,NORDLAND,1811,BINDAL,7,65.117667,12.321467,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, CAMPUS BLÅ VIDEREGÅENDE SKOLE AS, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/10862,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10862,"TR-NR-0009, NT-V-0009, N-BR-0050, TR-NR-0006, NT-NR-0005, NT-V-0008, NT-NR-0047, NT-NR-0012","FORSKNING, KOMMERSIELL, UNDERVISNING",Matfisk
37077,OKSBÅSEN,KLARERT,19/02/2017 23:00,MIDLERTIDIG,3120,3120,TN,SJØ,Marine,37077 OKSBÅSEN,NORDLAND,1811,BINDAL,7,65.19105,12.6723,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, CAMPUS BLÅ VIDEREGÅENDE SKOLE AS, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/37077,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/37077,"TR-NR-0009, NT-V-0009, N-BR-0050, NT-NR-0005, NT-V-0008, NT-NR-0012","KOMMERSIELL, UNDERVISNING",Matfisk
30997,SKRUBBHOLMEN,KLARERT,01/06/2010 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,30997 SKRUBBHOLMEN,TRØNDELAG,5060,NÆRØYSUND,7,64.801733,11.162183,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS",https://sikker.fiskeridir.no/aquareg/web/sites/30997,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/30997,"TR-NR-0009, NT-V-0009, TR-ND-0009, TR-NR-0006, NT-V-0014, NT-V-0007, NT-V-0008, NT-NR-0007, NT-NR-0047, NT-NR-0052, NT-NR-0012, NT-NR-0057","FORSKNING, KOMMERSIELL",Matfisk
12590,HELLIGHOLMEN,KLARERT,17/02/2000 23:00,PERMANENT,5460,5460,TN,SJØ,Marine,12590 HELLIGHOLMEN,TRØNDELAG,5060,NÆRØYSUND,7,64.838383,10.665517,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS, VAL SKOLER AS",https://sikker.fiskeridir.no/aquareg/web/sites/12590,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12590,"TR-NR-0009, NT-V-0009, NT-NR-0021, TR-NR-0006, NT-V-0014, NT-NR-0005, NT-V-0008, NT-NR-0007, NT-NR-0047, NT-NR-0057, NT-NR-0008, NT-NR-0052","FORSKNING, KOMMERSIELL, UNDERVISNING",Matfisk
22775,KVALØYA,KLARERT,18/08/2004 22:00,PERMANENT,5460,5460,TN,SJØ,Marine,22775 KVALØYA,TRØNDELAG,5060,NÆRØYSUND,7,65.001917,11.058617,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, PHARMAQ AS, SINKABERG HAVBRUK AS, TORGHATTEN FARMING AS, VAL SKOLER AS",https://sikker.fiskeridir.no/aquareg/web/sites/22775,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/22775,"TR-NR-0009, TR-NR-0006, NT-V-0007, NT-V-0008, NT-NR-0047, NT-NR-0008, NT-NR-0012, NT-NR-0057","FORSKNING, KOMMERSIELL, UNDERVISNING",Matfisk
34257,LEKAFJORDEN II,KLARERT,28/04/2014 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,34257 LEKAFJORDEN II,TRØNDELAG,5052,LEKA,7,65.078783,11.724033,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS",https://sikker.fiskeridir.no/aquareg/web/sites/34257,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/34257,"NT-LA-0018, TR-ND-0003, NT-V-0008, NT-NR-0007, NT-NR-0012, NT-NR-0057",KOMMERSIELL,Matfisk
26315,NORDGJÆSLINGAN,KLARERT,24/04/2006 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,26315 NORDGJÆSLINGAN,TRØNDELAG,5060,NÆRØYSUND,7,64.765967,10.913767,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/26315,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/26315,"NT-V-0009, TR-ND-0018, NT-LA-0018, TR-ND-0003, NT-V-0008, NT-NR-0007, NT-NR-0057","KOMMERSIELL, UNDERVISNING",Matfisk
29016,BÅFJORDSTRANDA,KLARERT,21/04/2008 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,29016 BÅFJORDSTRANDA,TRØNDELAG,5060,NÆRØYSUND,7,64.964483,11.59435,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/29016,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/29016,"NT-V-0009, TR-ND-0018, TR-NR-0008, NT-LA-0018, TR-ND-0003, NT-V-0008, NT-NR-0007, NT-NR-0057","KOMMERSIELL, UNDERVISNING",Matfisk
36617,HARBAKHOLMEN,KLARERT,12/12/2016 23:00,PERMANENT,1560,1560,TN,SJØ,Marine,36617 HARBAKHOLMEN,TRØNDELAG,5060,NÆRØYSUND,7,64.953317,11.195717,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/36617,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/36617,"NT-V-0009, TR-ND-0018, NT-LA-0018, TR-ND-0003, NT-V-0008, NT-NR-0007, NT-NR-0057","KOMMERSIELL, UNDERVISNING",Matfisk
45046,Stasøya,KLARERT,06/10/2020 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,45046 Stasøya,TRØNDELAG,5060,NÆRØYSUND,7,64.80155,11.633783,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AS AQUA, EMILSEN HAVBRUK AS, SINKABERG HAVBRUK AS, TRØNDELAG FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/45046,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45046,"NT-V-0009, TR-ND-0018, NT-LA-0018, NT-NR-0005, NT-V-0008, NT-NR-0057","KOMMERSIELL, UNDERVISNING",Matfisk
10137,MATLAND,KLARERT,09/02/1997 23:00,PERMANENT,780,780,TN,SJØ,Marine,10137 MATLAND,VESTLAND,4624,BJØRNAFJORDEN,,60.264083,5.6591,"Stamfisk laks, ørret, regnbueørret","Butare, Fingertare, Grisetang, Havsalat, Laks, Sekkdyr, uspes., Stortare, Sukkertare (oppdrett), Søl",AS BOLAKS,https://sikker.fiskeridir.no/aquareg/web/sites/10137,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10137,"VL-BJ-0009, VL-BJ-0006, H-FS-0026, VL-BJ-0008, VL-BJ-0007, VL-BJ-0003, VL-BJ-0004, VL-BJ-0011, VL-BJ-0005, H-FS-0040",KOMMERSIELL,"Akvakulturdyr til konsum, Alger til konsum, Stamfisk"
12110,NYSTØLEN,KLARERT,21/02/1993 23:00,PERMANENT,210,210,TN,LAND,Freshwater,12110 NYSTØLEN,VESTLAND,4624,BJØRNAFJORDEN,,60.0497,5.794383,"Stamfisk laks, ørret, regnbueørret",Laks,AS BOLAKS,https://sikker.fiskeridir.no/aquareg/web/sites/12110,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12110,"H-FS-0026, H-FS-0040",KOMMERSIELL,Stamfisk
24495,NYSTØLVÅGEN,KLARERT,29/05/2005 22:00,PERMANENT,210,210,TN,SJØ,Marine,24495 NYSTØLVÅGEN,VESTLAND,4624,BJØRNAFJORDEN,,60.052333,5.79345,"Stamfisk laks, ørret, regnbueørret",Laks,AS BOLAKS,https://sikker.fiskeridir.no/aquareg/web/sites/24495,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/24495,"H-FS-0026, H-FS-0040",KOMMERSIELL,Stamfisk
